location,cuisines,approx_cost(for two people)
Central Bangalore,"Continental, Asian, Healthy Food, Burger, Biryani, Pizza, Italian, Fast Food",450.0
Central Bangalore,"Fast Food, Continental",350.0
Central Bangalore,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450.0
Church Street,"American, Continental, Steak, Salad",1000.0
Church Street,"American, North Indian, Chinese, Finger Food, Momos",1500.0
Church Street,Andhra,650.0
Church Street,"Bengali, Seafood",1200.0
Church Street,"Beverages, Fast Food",457.14285714285717
Church Street,"Beverages, Ice Cream",200.0
Church Street,"Biryani, Kebab",400.0
Church Street,"Biryani, North Indian",600.0
Church Street,Cafe,600.0
Church Street,"Cafe, American, Italian, Pizza, Burger",700.0
Church Street,"Cafe, Continental, American, Burger",750.0
Church Street,"Cafe, Continental, American, Desserts",1000.0
Church Street,"Cafe, Desserts",700.0
Church Street,"Cafe, Fast Food",700.0
Church Street,"Cafe, Healthy Food, North Indian, Biryani, Continental, Desserts",300.0
Church Street,"Cafe, Healthy Food, Salad, Continental, Beverages, Italian, Sandwich",900.0
Church Street,"Cafe, Italian, Burger, American, Steak",650.0
Church Street,"Cafe, Pizza, Beverages",1100.0
Church Street,"Cafe, Tea, North Indian",500.0
Church Street,Chinese,950.0
Church Street,"Chinese, Momos",1700.0
Church Street,Continental,800.0
Church Street,"Continental, Cafe",1000.0
Church Street,"Continental, Italian, Burger",1100.0
Church Street,"Continental, Mediterranean, European",1300.0
Church Street,Desserts,250.0
Church Street,"Desserts, Ice Cream",314.81481481481484
Church Street,Fast Food,500.0
Church Street,"Fast Food, Beverages",425.0
Church Street,"Fast Food, Biryani, Rolls",350.0
Church Street,"Fast Food, North Indian, Rolls",250.0
Church Street,"Finger Food, Continental",1100.0
Church Street,"Finger Food, Continental, Asian, North Indian",1346.1538461538462
Church Street,"Healthy Food, North Indian, Biryani",300.0
Church Street,"Healthy Food, North Indian, Biryani, Continental, Desserts",300.0
Church Street,"Ice Cream, Desserts",250.0
Church Street,"Italian, American, Steak, Continental, BBQ, Salad",1000.0
Church Street,"North Eastern, Asian, Naga, Steak, Momos",800.0
Church Street,North Indian,737.9310344827586
Church Street,"North Indian, Biryani",600.0
Church Street,"North Indian, Chinese",750.0
Church Street,"North Indian, Chinese, BBQ",1500.0
Church Street,"North Indian, Chinese, European",600.0
Church Street,"North Indian, Continental, Chinese",1200.0
Church Street,"North Indian, Iranian",950.0
Church Street,"North Indian, Mughlai",800.0
Church Street,"North Indian, Mughlai, South Indian, Chinese",750.0
Church Street,"North Indian, South Indian, Continental",1000.0
Church Street,"Pizza, Burger, Coffee, Beverages",500.0
Church Street,"Pizza, Fast Food",750.0
Church Street,"Seafood, Mangalorean, North Indian, Chinese",1400.0
Church Street,South Indian,200.0
Church Street,"South Indian, Chettinad, Kerala, Seafood",1200.0
Church Street,"South Indian, Kerala, Andhra, Biryani, Chettinad, Konkan, Mangalorean",1000.0
Church Street,"South Indian, North Indian, Chinese, Street Food",250.0
City Market,"Arabian, North Indian, Chinese, Kerala",433.3333333333333
City Market,"Arabian, Rolls, Kebab",300.0
City Market,"Bakery, Fast Food",200.0
City Market,Biryani,250.0
City Market,"Biryani, Mughlai",350.0
City Market,Cafe,200.0
City Market,"Chinese, North Indian",300.0
City Market,"Fast Food, Street Food",300.0
City Market,"Healthy Food, Juices",200.0
City Market,"Juices, Beverages",150.0
City Market,Mithai,150.0
City Market,North Indian,300.0
City Market,"North Indian, Biryani",257.14285714285717
City Market,"North Indian, Chinese",477.77777777777777
City Market,"North Indian, Chinese, Biryani",250.0
City Market,"North Indian, Chinese, Kebab, Rolls",350.0
City Market,"North Indian, Chinese, Mughlai, Seafood",900.0
City Market,"North Indian, Chinese, South Indian",300.0
City Market,"North Indian, Chinese, Street Food, Beverages",700.0
City Market,"North Indian, Rajasthani",300.0
City Market,"North Indian, South Indian, Arabian",500.0
City Market,"Rolls, Fast Food, Beverages, Desserts",150.0
City Market,South Indian,169.56521739130434
City Market,"South Indian, Chinese, Continental, Biryani",199.0
City Market,"South Indian, Kerala",400.0
City Market,"South Indian, North Indian",250.0
City Market,"South Indian, North Indian, Chinese",500.0
City Market,"South Indian, North Indian, Chinese, Desserts, Juices",400.0
City Market,"South Indian, Street Food, Chinese, Fast Food",400.0
City Market,Street Food,200.0
Commercial Street,Bakery,200.0
Commercial Street,"Bakery, Beverages",300.0
Commercial Street,"Bakery, Desserts",700.0
Commercial Street,Beverages,150.0
Commercial Street,"Beverages, Desserts",200.0
Commercial Street,Biryani,394.0
Commercial Street,"Burger, Fast Food",500.0
Commercial Street,"Burger, Fast Food, Beverages",600.0
Commercial Street,Cafe,400.0
Commercial Street,"Cafe, Desserts",700.0
Commercial Street,Chinese,466.6666666666667
Commercial Street,"Chinese, Beverages, Street Food",300.0
Commercial Street,"Chinese, North Indian, Fast Food, Street Food, Desserts",500.0
Commercial Street,"Chinese, South Indian, North Indian",650.0
Commercial Street,Desserts,100.0
Commercial Street,"Desserts, Beverages, Ice Cream",400.0
Commercial Street,"Desserts, Cafe",600.0
Commercial Street,"Fast Food, Burger",500.0
Commercial Street,"Fast Food, Mithai",300.0
Commercial Street,"Fast Food, Pizza, Rolls, Beverages, Juices",350.0
Commercial Street,"Fast Food, Rolls",366.6666666666667
Commercial Street,"Kerala, North Indian, Chinese",300.0
Commercial Street,"Mithai, Fast Food",400.0
Commercial Street,"Mithai, Street Food",185.71428571428572
Commercial Street,"Nepalese, Tibetan, Momos",800.0
Commercial Street,North Indian,371.7391304347826
Commercial Street,"North Indian, Chinese, South Indian",700.0
Commercial Street,"North Indian, Fast Food, Street Food",800.0
Commercial Street,"North Indian, Street Food",700.0
Commercial Street,"North Indian, Street Food, Chinese",800.0
Commercial Street,South Indian,140.0
Commercial Street,"South Indian, Chinese, North Indian",400.0
Commercial Street,"South Indian, North Indian, Chinese",500.0
Commercial Street,"Street Food, Mithai",225.0
Commercial Street,"Tea, Fast Food",100.0
Cunningham Road,"Andhra, Biryani, Chinese, North Indian, Seafood, South Indian",1100.0
Cunningham Road,"Andhra, North Indian, Chinese",600.0
Cunningham Road,"Asian, Continental",1000.0
Cunningham Road,"Awadhi, Bengali, North Indian",1500.0
Cunningham Road,Bakery,600.0
Cunningham Road,"Bakery, Desserts",400.0
Cunningham Road,"Bakery, Fast Food",500.0
Cunningham Road,"Beverages, Fast Food",400.0
Cunningham Road,"Beverages, Juices",350.0
Cunningham Road,"Burger, Fast Food",400.0
Cunningham Road,Cafe,1000.0
Cunningham Road,"Cafe, Burger",500.0
Cunningham Road,"Cafe, Continental, Italian, Burger",750.0
Cunningham Road,"Cafe, Desserts",750.0
Cunningham Road,Chinese,700.0
Cunningham Road,"Chinese, Asian, American, Seafood",600.0
Cunningham Road,"Chinese, Continental, North Indian, Mughlai, Steak",600.0
Cunningham Road,"Chinese, Thai",828.5714285714286
Cunningham Road,"Continental, Cafe, Desserts, Salad, Momos",1000.0
Cunningham Road,Desserts,400.0
Cunningham Road,"Desserts, Fast Food",300.0
Cunningham Road,Fast Food,200.0
Cunningham Road,"Fast Food, Beverages",200.0
Cunningham Road,"Fast Food, Rolls",150.0
Cunningham Road,"Fast Food, Rolls, Momos",200.0
Cunningham Road,"Italian, Pizza, Salad",1300.0
Cunningham Road,"Kerala, South Indian",200.0
Cunningham Road,"Maharashtrian, North Indian",400.0
Cunningham Road,"Mexican, Fast Food",400.0
Cunningham Road,"Mithai, Street Food",400.0
Cunningham Road,"Mughlai, North Indian, Chinese",700.0
Cunningham Road,"North Indian, Chinese, Healthy Food",850.0
Cunningham Road,"North Indian, Chinese, Seafood",1700.0
Cunningham Road,"North Indian, Continental, Finger Food",800.0
Cunningham Road,"North Indian, Mughlai, Arabian, Chinese",750.0
Cunningham Road,"North Indian, Mughlai, Chinese",700.0
Cunningham Road,"North Indian, Mughlai, Mediterranean",1300.0
Cunningham Road,"North Indian, South Indian, Chinese, Continental",1670.0
Cunningham Road,"North Indian, South Indian, Italian, Continental",1100.0
Cunningham Road,"North Indian, Thai, Japanese, Continental, Cafe",1300.0
Cunningham Road,"Pizza, Italian",600.0
Cunningham Road,Seafood,2600.0
Cunningham Road,"South Indian, Biryani",400.0
Cunningham Road,"South Indian, Chinese",200.0
Cunningham Road,"South Indian, North Indian, Chinese",250.0
Cunningham Road,"South Indian, North Indian, Chinese, Street Food",400.0
Cunningham Road,"Tea, Beverages",200.0
Cunningham Road,"Tea, Beverages, Fast Food",250.0
Domlur,Andhra,500.0
Domlur,"Andhra, Biryani",600.0
Domlur,"Andhra, Biryani, Chinese",400.0
Domlur,Bakery,283.3333333333333
Domlur,"Bakery, Desserts",516.0
Domlur,"Bakery, Desserts, Sandwich",400.0
Domlur,"Bakery, European",300.0
Domlur,"Bakery, Fast Food",600.0
Domlur,Beverages,300.0
Domlur,"Beverages, Juices",100.0
Domlur,Biryani,300.0
Domlur,"Biryani, Beverages",150.0
Domlur,"Biryani, Chinese",200.0
Domlur,"Biryani, Kebab",200.0
Domlur,"Biryani, Kebab, Rolls, Mughlai",650.0
Domlur,"Biryani, North Indian",283.3333333333333
Domlur,"Biryani, South Indian, North Indian",300.0
Domlur,Burger,300.0
Domlur,"Burger, Desserts, Italian, Pizza, Salad",600.0
Domlur,Cafe,300.0
Domlur,"Cafe, American, Italian, Continental",400.0
Domlur,"Cafe, Coffee, Continental",500.0
Domlur,"Cafe, Fast Food",150.0
Domlur,"Chinese, European",1000.0
Domlur,"Chinese, Fast Food, North Indian",400.0
Domlur,"Chinese, Mangalorean, North Indian",300.0
Domlur,"Chinese, Momos",600.0
Domlur,"Chinese, North Indian",200.0
Domlur,"Chinese, North Indian, Momos",550.0
Domlur,"Continental, North Indian, Finger Food",1700.0
Domlur,"Continental, Pizza, North Indian, Goan, Burger, Cafe",1600.0
Domlur,"Continental, Pizza, North Indian, Goan, Cafe",1600.0
Domlur,Desserts,100.0
Domlur,"Desserts, Bakery",400.0
Domlur,"Desserts, Beverages",300.0
Domlur,"Desserts, Juices, Fast Food",200.0
Domlur,"European, Asian",2000.0
Domlur,"European, Italian, Asian",1500.0
Domlur,"European, Mediterranean, Salad",3000.0
Domlur,Fast Food,200.0
Domlur,"Fast Food, Burger",500.0
Domlur,"Fast Food, Chinese",200.0
Domlur,"Fast Food, Lebanese",200.0
Domlur,"Healthy Food, Sandwich, Salad",150.0
Domlur,"Italian, Pizza",600.0
Domlur,"Juices, Beverages",100.0
Domlur,"Kerala, South Indian, Seafood, Biryani",300.0
Domlur,"Lebanese, Mughlai, North Indian",500.0
Domlur,"Mexican, Fast Food",400.0
Domlur,"Mughlai, North Indian",1800.0
Domlur,"Mughlai, North Indian, Biryani",400.0
Domlur,North Indian,640.625
Domlur,"North Indian, Asian, South Indian, Italian, European",3000.0
Domlur,"North Indian, Biryani, Chinese",500.0
Domlur,"North Indian, Biryani, Lucknowi",200.0
Domlur,"North Indian, Chinese",550.0
Domlur,"North Indian, Chinese, Andhra, Mangalorean",800.0
Domlur,"North Indian, Chinese, Biryani",400.0
Domlur,"North Indian, Chinese, Biryani, Fast Food",500.0
Domlur,"North Indian, Chinese, Biryani, Seafood",600.0
Domlur,"North Indian, Chinese, Fast Food",300.0
Domlur,"North Indian, Chinese, Kerala, Mughlai, Arabian, Beverages",1000.0
Domlur,"North Indian, Continental, Chinese, European",1700.0
Domlur,"North Indian, Healthy Food",200.0
Domlur,"North Indian, South Indian",300.0
Domlur,"North Indian, South Indian, Andhra, Mughlai",600.0
Domlur,"North Indian, South Indian, Chinese, Fast Food, Beverages, Desserts, Street Food",450.0
Domlur,Pizza,500.0
Domlur,"Pizza, Italian",600.0
Domlur,Rolls,150.0
Domlur,"Salad, Greek, Mediterranean",250.0
Domlur,"Sandwich, Rolls",200.0
Domlur,"Seafood, Fast Food",
Domlur,"Seafood, Kerala",1800.0
Domlur,"Seafood, Mexican, Continental, Finger Food",1300.0
Domlur,South Indian,166.66666666666666
Domlur,"South Indian, North Indian",500.0
Domlur,"South Indian, North Indian, Chinese",40.0
Domlur,"South Indian, North Indian, Chinese, Beverages",500.0
Domlur,"South Indian, North Indian, Chinese, Street Food, Beverages",500.0
Domlur,"South Indian, North Indian, Continental, European",1200.0
Domlur,"South Indian, North Indian, Seafood",250.0
Domlur,"South Indian, North Indian, Street Food",250.0
Domlur,"South Indian, North Indian, Street Food, Chinese, Beverages",150.0
East Bangalore,"American, Fast Food",450.0
East Bangalore,"American, Goan",400.0
East Bangalore,"American, Mexican",400.0
East Bangalore,"Andhra, Biryani, North Indian, South Indian",300.0
East Bangalore,"Arabian, Mughlai, Chinese, Biryani",300.0
East Bangalore,Bakery,250.0
East Bangalore,"Bakery, Desserts",400.0
East Bangalore,Biryani,475.0
East Bangalore,"Chinese, North Indian",400.0
East Bangalore,"Continental, Asian, Healthy Food, Burger, Biryani, Pizza, Italian, Fast Food",450.0
East Bangalore,"Continental, North Indian, Thai",400.0
East Bangalore,Fast Food,316.6666666666667
East Bangalore,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450.0
East Bangalore,"Ice Cream, Desserts",100.0
East Bangalore,"Italian, Pizza, Burger",450.0
East Bangalore,Juices,300.0
East Bangalore,North Indian,300.0
East Bangalore,"North Indian, Biryani, Fast Food",500.0
East Bangalore,"North Indian, Chinese",800.0
East Bangalore,"Salad, Juices",400.0
Ejipura,"American, Continental",200.0
Ejipura,"American, Pizza",500.0
Ejipura,Bakery,450.0
Ejipura,"Bengali, North Indian",471.42857142857144
Ejipura,"Beverages, Desserts",150.0
Ejipura,"Beverages, Fast Food, Ice Cream",200.0
Ejipura,"Beverages, Ice Cream",100.0
Ejipura,Biryani,137.5
Ejipura,"Biryani, Chinese",300.0
Ejipura,"Biryani, Chinese, North Indian",250.0
Ejipura,"Biryani, North Indian",500.0
Ejipura,"Burger, American, Italian",350.0
Ejipura,Chinese,150.0
Ejipura,"Chinese, Fast Food",100.0
Ejipura,"Chinese, Momos",523.8095238095239
Ejipura,"Chinese, North Indian",266.6666666666667
Ejipura,"Chinese, North Indian, Andhra, Seafood",250.0
Ejipura,"Continental, American",900.0
Ejipura,Desserts,300.0
Ejipura,Fast Food,125.0
Ejipura,"Fast Food, Biryani",300.0
Ejipura,"Fast Food, Chinese",150.0
Ejipura,"Fast Food, Italian",300.0
Ejipura,"Fast Food, Maharashtrian, Rolls",250.0
Ejipura,Ice Cream,400.0
Ejipura,Juices,200.0
Ejipura,Kerala,100.0
Ejipura,"Kerala, South Indian, Chinese",350.0
Ejipura,"Momos, Chinese",300.0
Ejipura,North Eastern,300.0
Ejipura,North Indian,263.72549019607845
Ejipura,"North Indian, Bengali, Chinese",250.0
Ejipura,"North Indian, Beverages",250.0
Ejipura,"North Indian, Chinese",354.0816326530612
Ejipura,"North Indian, Chinese, Continental",800.0
Ejipura,"North Indian, Fast Food",500.0
Ejipura,"North Indian, Kerala, South Indian",300.0
Ejipura,"North Indian, Mughlai, Chinese",400.0
Ejipura,Pizza,500.0
Ejipura,"Pizza, Fast Food, Desserts",300.0
Ejipura,"Salad, Healthy Food, Fast Food",550.0
Ejipura,South Indian,200.0
Ejipura,"South Indian, Chinese",300.0
Ejipura,"South Indian, Kerala",400.0
Ejipura,"Street Food, Mithai",200.0
Electronic City,"American, Continental",450.0
Electronic City,"American, Sandwich",600.0
Electronic City,Andhra,304.54545454545456
Electronic City,"Andhra, Biryani",468.1818181818182
Electronic City,"Andhra, Biryani, Chinese",400.0
Electronic City,"Andhra, Biryani, Chinese, North Indian",450.0
Electronic City,"Andhra, Biryani, North Indian, Chinese",650.0
Electronic City,"Andhra, Chinese",350.0
Electronic City,"Andhra, Chinese, Biryani",500.0
Electronic City,"Andhra, Chinese, Continental",1400.0
Electronic City,"Andhra, Chinese, North Indian",800.0
Electronic City,"Andhra, Chinese, North Indian, Biryani",600.0
Electronic City,"Andhra, Chinese, North Indian, South Indian",525.0
Electronic City,"Andhra, Hyderabadi, North Indian",300.0
Electronic City,"Andhra, North Indian",757.1428571428571
Electronic City,"Andhra, North Indian, Biryani",375.0
Electronic City,"Andhra, North Indian, Biryani, Seafood",450.0
Electronic City,"Andhra, North Indian, Chinese",540.0
Electronic City,"Andhra, North Indian, Chinese, Biryani",550.0
Electronic City,"Andhra, North Indian, Chinese, Seafood",600.0
Electronic City,"Andhra, North Indian, Chinese, South Indian",550.0
Electronic City,"Andhra, North Indian, South Indian",250.0
Electronic City,"Andhra, North Indian, South Indian, Chinese",350.0
Electronic City,"Andhra, South Indian",566.6666666666666
Electronic City,"Andhra, South Indian, Chettinad",250.0
Electronic City,"Andhra, South Indian, North Indian, Biryani",550.0
Electronic City,"Andhra, South Indian, North Indian, Chinese",500.0
Electronic City,Arabian,350.0
Electronic City,"Arabian, Kerala, Biryani, South Indian, Chinese, BBQ",650.0
Electronic City,"Arabian, Middle Eastern",400.0
Electronic City,"Arabian, Middle Eastern, Rolls, Seafood, BBQ",300.0
Electronic City,"Arabian, North Indian, Chinese, Biryani",400.0
Electronic City,"Arabian, Seafood, North Indian, Chinese, BBQ, Biryani, Beverages",700.0
Electronic City,"Asian, Salad, Italian",400.0
Electronic City,"BBQ, North Indian, Continental, Chinese",1500.0
Electronic City,Bakery,384.0
Electronic City,"Bakery, Cafe, Sandwich",300.0
Electronic City,"Bakery, Desserts",375.0
Electronic City,"Bakery, Desserts, Sandwich",400.0
Electronic City,"Bakery, Fast Food",390.0
Electronic City,"Bakery, Fast Food, Beverages",600.0
Electronic City,"Bakery, Fast Food, Burger, Rolls, Beverages",350.0
Electronic City,"Bakery, Fast Food, Cafe",200.0
Electronic City,"Bakery, Fast Food, Pizza, Burger, Cafe",600.0
Electronic City,"Bakery, French, Fast Food",200.0
Electronic City,"Bar Food, Finger Food, Pizza",1600.0
Electronic City,Bengali,600.0
Electronic City,"Bengali, Biryani, North Indian, Chinese, Fast Food",400.0
Electronic City,"Bengali, Chinese, North Indian, Seafood",400.0
Electronic City,"Bengali, North Indian, Oriya",600.0
Electronic City,Beverages,237.5
Electronic City,"Beverages, Desserts",366.6666666666667
Electronic City,"Beverages, Fast Food",280.0
Electronic City,"Beverages, Juices",200.0
Electronic City,"Beverages, Juices, Fast Food",200.0
Electronic City,"Beverages, Sandwich",150.0
Electronic City,"Beverages, Sandwich, Fast Food",200.0
Electronic City,Biryani,309.375
Electronic City,"Biryani, Andhra",300.0
Electronic City,"Biryani, Andhra, Chinese, North Indian",550.0
Electronic City,"Biryani, Andhra, North Indian",500.0
Electronic City,"Biryani, Charcoal Chicken",600.0
Electronic City,"Biryani, Chinese",560.0
Electronic City,"Biryani, Chinese, Andhra",500.0
Electronic City,"Biryani, Fast Food",320.0
Electronic City,"Biryani, Fast Food, North Indian",200.0
Electronic City,"Biryani, Fast Food, South Indian",200.0
Electronic City,"Biryani, Hyderabadi",600.0
Electronic City,"Biryani, Kebab",300.0
Electronic City,"Biryani, Mughlai, North Indian",800.0
Electronic City,"Biryani, North Indian",345.45454545454544
Electronic City,"Biryani, North Indian, Beverages",450.0
Electronic City,"Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",300.0
Electronic City,"Biryani, North Indian, Chinese",400.0
Electronic City,"Biryani, North Indian, Chinese, Fast Food",600.0
Electronic City,"Biryani, North Indian, Chinese, Seafood",800.0
